Location,Filename,Year,Month,Day,Hour,AQI,AQI_Class,Date,PM2.5,PM10,CO,NO2,SO2,O3
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-6.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Mumbai,MH_Good_2023-03-22-18.00-1-229.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Mumbai,MH_UH_2023-02-11-03.30-2-57.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-11.jpg,2023,2,18,12,331,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-53.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Mumbai,MH_VUN_2023-03-05-08.30-2-301.jpg,2023,3,5,12,284,e_Very_Unhealthy,2023-03-05,278.5,401.4,1413.0,23.7,39.9,325.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-55.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-541.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-40.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-186.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-6.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Tamil Nadu,TN_Good_2023-02-20-16.30-2-101.jpg,2023,2,20,12,43,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-411.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-49.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Tamil Nadu,TN_Good_2023-02-20-08.30-1-30.jpg,2023,2,20,12,37,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
Mumbai,MH_UnFSG_2023-02-17-13.00-2-51.jpg,2023,2,17,12,140,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-141.jpg,2023,3,8,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-08,21.1,30.5,475.0,70.5,1.8,17.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-53.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-60.jpg,2023,2,3,12,111,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-2.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-2-22.jpg,2023,2,15,12,179,d_Unhealthy,2023-02-15,2.5,3.7,124.0,1.0,0.0,54.0
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-36.jpg,2023,2,9,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-09,28.2,41.3,282.0,10.7,8.9,132.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-173.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-15.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-266.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-52.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Mumbai,MH_UH_2023-02-11-03.30-2-37.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-39.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-49.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-2-22.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-616.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-60.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2345.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-57.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-211.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-11.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
Mumbai,MH_VUN_2023-03-05-08.30-2-101.jpg,2023,3,5,12,284,e_Very_Unhealthy,2023-03-05,278.5,401.4,1413.0,23.7,39.9,325.0
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-101.jpg,2023,2,21,12,56,b_Moderate,2023-02-21,26.0,37.8,303.0,8.9,11.2,152.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3353.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Tamil Nadu,TN_Good_2023-02-20-16.30-1-206.jpg,2023,2,20,12,43,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-376.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
Mumbai,MH_UN_2023-03-12-13.00-1-197.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-28.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-476.jpg,2023,2,25,12,73,b_Moderate,2023-02-25,19.2,27.9,256.0,7.8,9.3,142.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-3-28.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-58.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-691.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-44.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-84.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-136.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
Tamil Nadu,TN_Good_2023-02-27-16.30-1-166.jpg,2023,2,27,12,43,a_Good,2023-02-27,5.9,9.2,177.0,7.1,1.1,74.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-496.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
Mumbai,MH_UnFSG_2023-03-18-11.00-3.jpg,2023,3,18,12,114,c_Unhealthy_for_Sensitive_Groups,2023-03-18,59.0,94.8,678.0,39.3,48.8,177.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-113.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Mumbai,MH_UH_2023-02-10-14.30-1-98.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-466.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
Bengaluru,BENGR_Good_2023-03-21-08.30-1-337.jpg,2023,3,21,12,47,a_Good,2023-03-21,9.1,13.8,245.0,15.6,3.6,110.0
Bengaluru,BENGR_Good_2023-02-19-08.30-1-30.jpg,2023,2,19,12,41,a_Good,2023-02-19,14.6,21.7,286.0,7.9,10.9,146.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-34.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_Good_2023-02-23-08.30-2-181.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
Mumbai,MH_UH_2023-02-14-11.30-4.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
Tamil Nadu,TN_Good_2023-02-23-08.30-1-226.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-196.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
Bengaluru,BENGR_Good_2023-03-17-08.30-1-505.jpg,2023,3,17,12,15,a_Good,2023-03-17,20.8,31.4,332.0,11.4,4.1,112.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-48.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-51.jpg,2023,3,1,12,111,c_Unhealthy_for_Sensitive_Groups,2023-03-01,11.3,16.5,244.0,12.0,2.9,66.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-60.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Mumbai,MH_UH_2023-02-02- 09.30-1-3.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-149.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-90.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-61.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-19.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-96.jpg,2023,2,24,12,68,b_Moderate,2023-02-24,11.3,16.6,250.0,9.2,10.1,126.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-113.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-261.jpg,2023,3,1,12,111,c_Unhealthy_for_Sensitive_Groups,2023-03-01,11.3,16.5,244.0,12.0,2.9,66.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-18.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Mumbai,MH_UH_2023-02-02- 09.30-1-55.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-3-20.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-22-09.00-2.jpg,2023,2,22,12,232,e_Very_Unhealthy,2023-02-22,12.7,29.3,276.0,45.0,11.1,63.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-309.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Mumbai,MH_UnFSG_2023-02-17-19.00-3.jpg,2023,2,17,12,145,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-2-41.jpg,2023,3,3,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-03,5.2,9.4,154.0,1.6,1.3,86.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-87.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-27.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-117.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-1-1.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-171.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-225.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-7.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-2-32.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-5.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-1-241.jpg,2023,3,2,12,119,c_Unhealthy_for_Sensitive_Groups,2023-03-02,8.6,16.2,185.0,2.6,1.1,86.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-61.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-466.jpg,2023,2,25,12,73,b_Moderate,2023-02-25,19.2,27.9,256.0,7.8,9.3,142.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-43.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
Mumbai,MH_UnFSG_2023-03-18-11.00-6.jpg,2023,3,18,12,114,c_Unhealthy_for_Sensitive_Groups,2023-03-18,59.0,94.8,678.0,39.3,48.8,177.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-261.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-110.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-353.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-4.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Bengaluru,BENGR_Good_2023-03-25-08.30-1-29.jpg,2023,3,25,12,32,a_Good,2023-03-25,26.6,39.9,248.0,8.4,5.4,133.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-137.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-296.jpg,2023,3,6,12,68,b_Moderate,2023-03-06,12.6,18.6,218.0,6.5,8.2,129.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-61.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-97.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-216.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-81.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
Mumbai,MH_Good_2023-03-22-18.00-1-265.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
Mumbai,MH_Good_2023-03-22-18.00-1-259.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2-28.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-5.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
Mumbai,MH_UH_2023-02-18-11.00-1-37.jpg,2023,2,18,12,151,d_Unhealthy,2023-02-18,100.4,145.8,792.0,40.1,53.4,275.0
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-326.jpg,2023,2,23,12,97,b_Moderate,2023-02-23,18.2,26.4,272.0,8.0,8.1,126.0
Mumbai,MH_Good_2023-03-23-17.00-5.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-493.jpg,2023,3,6,12,104,c_Unhealthy_for_Sensitive_Groups,2023-03-06,57.3,103.8,710.0,101.0,20.8,124.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-133.jpg,2023,3,6,12,104,c_Unhealthy_for_Sensitive_Groups,2023-03-06,57.3,103.8,710.0,101.0,20.8,124.0
Mumbai,MH_UH_2023-02-11-03.30-2-33.jpg,2023,2,11,12,154,d_Unhealthy,2023-02-11,50.5,82.9,477.0,34.0,35.6,181.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-20.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-193.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Mumbai,MH_Good_2023-03-23-17.00-1-239.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-162.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-849.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-313.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
Bengaluru,BENGR_Good_2023-02-26-08.30-1-271.jpg,2023,2,26,12,48,a_Good,2023-02-26,24.5,35.4,262.0,6.6,12.6,156.0
Mumbai,MH_UH_2023-02-03- 09.30-1-77.jpg,2023,2,3,12,162,d_Unhealthy,2023-02-03,121.1,177.4,813.0,48.2,60.2,256.0
Mumbai,MH_UnFSG_2023-03-18-11.00-1-323.jpg,2023,3,18,12,114,c_Unhealthy_for_Sensitive_Groups,2023-03-18,59.0,94.8,678.0,39.3,48.8,177.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-11.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-68.jpg,2023,2,20,12,331,f_Severe,2023-02-20,26.1,49.7,219.0,20.0,5.1,100.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-291.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-117.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-13.jpg,2023,2,9,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-09,28.2,41.3,282.0,10.7,8.9,132.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-8.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Tamil Nadu,TN_MOD_2023-02-09-08.30-1-8.jpg,2023,2,9,12,78,b_Moderate,2023-02-09,20.1,29.8,485.0,57.4,2.2,10.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-581.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-466.jpg,2023,3,4,12,71,b_Moderate,2023-03-04,17.8,26.3,251.0,6.2,6.9,118.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-2-23.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-2-39.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-457.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Mumbai,MH_UN_2023-03-13-10.00-1.jpg,2023,3,13,12,197,d_Unhealthy,2023-03-13,346.5,501.1,2447.0,38.8,125.9,577.0
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-16.jpg,2023,2,15,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-15,18.6,26.8,278.0,7.8,11.8,147.0
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-134.jpg,2023,3,13,12,53,b_Moderate,2023-03-13,27.1,39.7,365.0,8.1,8.5,111.0
Mumbai,MH_UnFSG_2023-02-23-11.00-1-226.jpg,2023,2,23,12,130,c_Unhealthy_for_Sensitive_Groups,2023-02-23,70.5,109.9,662.0,40.6,61.8,226.0
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-36.jpg,2023,3,8,12,121,c_Unhealthy_for_Sensitive_Groups,2023-03-08,21.1,30.5,475.0,70.5,1.8,17.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-11.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-53.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-25.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-366.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
Mumbai,MH_UH_2023-02-19-12.00-1-61.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-43.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-42.jpg,2023,2,3,12,167,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
Mumbai,MH_UH_2023-02-19-12.00-1-25.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
